ID,ELEMENT_NAME,label,valueLength,unit,__AGGREGATE__,initCond1,returnCond1,returnCondTO,Archive,hmiOrder,computedMessage,type
:R:A:BAS:TVF_:dciBAS-MANAUTO,dci_cb_type,&DB_SHOUDONGZIDONGZHUANGTAI,,,,,,,,1,,__ERASE__
:R:A:BAS:TVF_:dciBAS-BASLOC,dci_cb_type,&DB_BASHUANKONGJIUDI,,,,,,,,2,,__ERASE__
:R:A:BAS:TVF_:dciBAS-BASECS,dci_cb_type,&DB_BASH,,,,,,,,3,,__ERASE__
:R:A:BAS:TVF_:dciBAS-FOWSTA,dci_cb_type,&DB_ZHEN1,,,,,,,,4,,__ERASE__
:R:A:BAS:TVF_:dciBAS-REVSTA,dci_cb_type,&DB_FANZ,,,,,,,,5,,__ERASE__
:R:A:BAS:TVF_:dciBAS-STPSTA,dci_cb_type,&DB_TING2,,,,,,,,6,,__ERASE__
:R:A:BAS:TVF_:dciBAS-FALA,dci_cb_type,&DB_GUZH1,,,,,,,,7,,__ERASE__
:R:A:BAS:TVF_:dciBAS-SYSGS,dci_cb_type,&DB_XITONGGUISHU,,,,,,,,8,,__ERASE__
:R:A:BAS:TVF_:dioBAS-MANAUTO,dio_type,&DB_SHOUDONGZIDONGKONGZHI,,,,,,,,9,"Int2String(Byte2Int([.value],0,2))",
:R:A:BAS:TVF_:dioBAS-FWDCTL,dio_type,&DB_ZHEN2,,,,,,,,10,"Int2String(Byte2Int([.value],0,2))",
:R:A:BAS:TVF_:dioBAS-REVCTL,dio_type,&DB_FANZ1,,,,,,,,11,"Int2String(Byte2Int([.value],0,2))",
:R:A:BAS:TVF_:dioBAS-STOP,dio_type,&DB_TING3,,,,,,,,12,"Int2String(Byte2Int([.value],0,2))",
:R:A:BAS:TEF_:dciBAS-MANAUTO,dci_cb_type,&DB_SHOUDONGZIDONGZHUANGTAI,,,,,,,,1,,__ERASE__
:R:A:BAS:TEF_:dciBAS-BASLOC,dci_cb_type,&DB_BASHUANKONGJIUDIBIANPIN,,,,,,,,2,,__ERASE__
:R:A:BAS:TEF_:dciBAS-ENCTL,dci_cb_type,&DB_BASHUANKONGBIANPIN,,,,,,,,3,,__ERASE__
:R:A:BAS:TEF_:dciBAS-RUNSTA,dci_cb_type,&DB_BIAN,,,,,,,,4,,__ERASE__
:R:A:BAS:TEF_:dciBAS-STOPSTA,dci_cb_type,&DB_BIAN1,,,,,,,,5,,__ERASE__
:R:A:BAS:TEF_:dciBAS-FALA,dci_cb_type,&DB_GUZH1,,,,,,,,6,,__ERASE__
:R:A:BAS:TEF_:dciBAS-ECSPOS,dci_cb_type,&DB_BASHUANKONGGONGPIN,,,,,,,,7,,__ERASE__
:R:A:BAS:TEF_:dciBAS-NCFRSTA,dci_cb_type,&DB_GONGPINBIANPINZHUANGTAI,,,,,,,,8,,__ERASE__
:R:A:BAS:TEF_:dciBAS-FRQOPER,dci_cb_type,&DB_GONG2,,,,,,,,9,,__ERASE__
:R:A:BAS:TEF_:dciBAS-FREQFLT,dci_cb_type,&DB_GONG3,,,,,,,,10,,__ERASE__
:R:A:BAS:TEF_:dciBAS-SYSGS,dci_cb_type,&DB_XITONGGUISHU,,,,,,,,11,,__ERASE__
:R:A:BAS:TEF_:dioBAS-MANAUTO,dio_type,&DB_SHOUDONGZIDONGKONGZHI,,,,,,,,12,"Int2String(Byte2Int([.value],0,2))",
:R:A:BAS:TEF_:dioBAS-START,dio_type,&DB_BIAN3,,,,,,,,13,"Int2String(Byte2Int([.value],0,2))",
:R:A:BAS:TEF_:dioBAS-STOP,dio_type,&DB_BIAN4,,,,,,,,14,"Int2String(Byte2Int([.value],0,2))",
:R:A:BAS:TEF_:dioBAS-FQSTART,dio_type,&DB_GONG4,,,,,,,,15,"Int2String(Byte2Int([.value],0,2))",
:R:A:BAS:TEF_:dioBAS-FQSTOP,dio_type,&DB_GONG5,,,,,,,,16,"Int2String(Byte2Int([.value],0,2))",
:R:A:BAS:TEF_:aciBAS-FEQFDBK,aci_cb_type,&DB_BIANPINGUIPINLVFANKUI,,&DB9,,,,,,17,"SCS_FTOA([.value],""2"",[.unit])",
:R:A:BAS:TEF_:aciBAS-AVGCUR,aci_cb_type,&DB_PINGJUNGONGZUODIANLIUZHI,,&DB_A,,,,,,18,"SCS_FTOA([.value],""2"",[.unit])",
:R:A:BAS:TEF_:aciBAS-AVGVOLT,aci_cb_type,&DB_PINGJUNGONGZUODIANYAZHI,,&DB_V,,,,,,19,"SCS_FTOA([.value],""2"",[.unit])",
:R:A:BAS:TEF_:aioBAS-FRQSET,aio_type,&DB_PINLVSHEDING,,&DB9,,,,,,20,"SCS_FTOA([.value],""0"",[.unit])",
:R:A:BAS:JET_:dciBAS-MANAUTO,dci_cb_type,&DB_SHOUDONGZIDONGZHUANGTAI,,,,,,,,1,,__ERASE__
:R:A:BAS:JET_:dciBAS-BASLOC,dci_cb_type,&DB_BASHUANKONGJIUDI,,,,,,,,2,,__ERASE__
:R:A:BAS:JET_:dciBAS-BASECS,dci_cb_type,&DB_BASH,,,,,,,,3,,__ERASE__
:R:A:BAS:JET_:dciBAS-FOWSTA,dci_cb_type,&DB_ZHEN1,,,,,,,,4,,__ERASE__
:R:A:BAS:JET_:dciBAS-REVSTA,dci_cb_type,&DB_FANZ,,,,,,,,5,,__ERASE__
:R:A:BAS:JET_:dciBAS-STPSTA,dci_cb_type,&DB_TING2,,,,,,,,6,,__ERASE__
:R:A:BAS:JET_:dciBAS-FALA,dci_cb_type,&DB_GUZH1,,,,,,,,7,,__ERASE__
:R:A:BAS:JET_:dciBAS-SYSGS,dci_cb_type,&DB_XITONGGUISHU,,,,,,,,8,,__ERASE__
:R:A:BAS:JET_:dioBAS-MANAUTO,dio_type,&DB_SHOUDONGZIDONGKONGZHI,,,,,,,,9,"Int2String(Byte2Int([.value],0,2))",
:R:A:BAS:JET_:dioBAS-FWDCTL,dio_type,&DB_ZHEN2,,,,,,,,10,"Int2String(Byte2Int([.value],0,2))",
:R:A:BAS:JET_:dioBAS-REVCTL,dio_type,&DB_FANZ1,,,,,,,,11,"Int2String(Byte2Int([.value],0,2))",
:R:A:BAS:JET_:dioBAS-STOP,dio_type,&DB_TING3,,,,,,,,12,"Int2String(Byte2Int([.value],0,2))",
:R:A:BAS:FAND:dciBAS-MANAUTO,dci_cb_type,&DB_SHOUDONGZIDONGZHUANGTAI,,,,,,,,1,,__ERASE__
:R:A:BAS:FAND:dciBAS-BASLOC,dci_cb_type,&DB_BASHUANKONGJIUDI,,,,,,,,2,,__ERASE__
:R:A:BAS:FAND:dciBAS-BASECS,dci_cb_type,&DB_BASH,,,,,,,,3,,__ERASE__
:R:A:BAS:FAND:dciBAS-EXESTA,dci_cb_type,&DB_YUNXINGZHUANGTAI,,,,,,,,4,,__ERASE__
:R:A:BAS:FAND:dciBAS-STPSTA,dci_cb_type,&DB_TING2,,,,,,,,5,,__ERASE__
:R:A:BAS:FAND:dciBAS-FALA,dci_cb_type,&DB_GUZH1,,,,,,,,6,,__ERASE__
:R:A:BAS:FAND:dciBAS-SYSGS,dci_cb_type,&DB_XITONGGUISHU,,,,,,,,7,,__ERASE__
:R:A:BAS:FAND:dioBAS-MANAUTO,dio_type,&DB_SHOUDONGZIDONGKONGZHI,,,,,,,,8,"Int2String(Byte2Int([.value],0,2))",
:R:A:BAS:FAND:dioBAS-START,dio_type,&DB_QIDO,,,,,,,,9,"Int2String(Byte2Int([.value],0,2))",
:R:A:BAS:FAND:dioBAS-STOP,dio_type,&DB_TING3,,,,,,,,10,"Int2String(Byte2Int([.value],0,2))",
:R:A:BAS:FANX:dciBAS-MANAUTO,dci_cb_type,&DB_SHOUDONGZIDONGZHUANGTAI,,,,,,,,1,,__ERASE__
:R:A:BAS:FANX:dciBAS-BASLOC,dci_cb_type,&DB_BASHUANKONGJIUDI,,,,,,,,2,,__ERASE__
:R:A:BAS:FANX:dciBAS-BASECS,dci_cb_type,&DB_BASH,,,,,,,,3,,__ERASE__
:R:A:BAS:FANX:dciBAS-EXESTA,dci_cb_type,&DB_YUNXINGZHUANGTAI,,,,,,,,4,,__ERASE__
:R:A:BAS:FANX:dciBAS-STPSTA,dci_cb_type,&DB_TING2,,,,,,,,5,,__ERASE__
:R:A:BAS:FANX:dciBAS-FALA,dci_cb_type,&DB_GUZH1,,,,,,,,6,,__ERASE__
:R:A:BAS:FANX:dciBAS-SYSGS,dci_cb_type,&DB_XITONGGUISHU,,,,,,,,7,,__ERASE__
:R:A:BAS:FANX:dioBAS-MANAUTO,dio_type,&DB_SHOUDONGZIDONGKONGZHI,,,,,,,,8,"Int2String(Byte2Int([.value],0,2))",
:R:A:BAS:FANX:dioBAS-START,dio_type,&DB_QIDO,,,,,,,,9,"Int2String(Byte2Int([.value],0,2))",
:R:A:BAS:FANX:dioBAS-STOP,dio_type,&DB_TING3,,,,,,,,10,"Int2String(Byte2Int([.value],0,2))",
:R:A:BAS:FANR:dciBAS-MANAUTO,dci_cb_type,&DB_SHOUDONGZIDONGZHUANGTAI,,,,,,,,1,,__ERASE__
:R:A:BAS:FANR:dciBAS-BASLOC,dci_cb_type,&DB_BASHUANKONGJIUDI,,,,,,,,2,,__ERASE__
:R:A:BAS:FANR:dciBAS-BASECS,dci_cb_type,&DB_BASH,,,,,,,,3,,__ERASE__
:R:A:BAS:FANR:dciBAS-EXESTA,dci_cb_type,&DB_YUNXINGZHUANGTAI,,,,,,,,4,,__ERASE__
:R:A:BAS:FANR:dciBAS-STPSTA,dci_cb_type,&DB_TING2,,,,,,,,5,,__ERASE__
:R:A:BAS:FANR:dciBAS-FALA,dci_cb_type,&DB_GUZH1,,,,,,,,6,,__ERASE__
:R:A:BAS:FANR:dciBAS-SYSGS,dci_cb_type,&DB_XITONGGUISHU,,,,,,,,7,,__ERASE__
:R:A:BAS:FANR:dioBAS-MANAUTO,dio_type,&DB_SHOUDONGZIDONGKONGZHI,,,,,,,,8,"Int2String(Byte2Int([.value],0,2))",
:R:A:BAS:FANR:dioBAS-START,dio_type,&DB_QIDO,,,,,,,,9,"Int2String(Byte2Int([.value],0,2))",
:R:A:BAS:FANR:dioBAS-STOP,dio_type,&DB_TING3,,,,,,,,10,"Int2String(Byte2Int([.value],0,2))",
:R:A:BAS:LQB_:dciBAS-MANAUTO,dci_cb_type,&DB_SHOUDONGZIDONGZHUANGTAI,,,,,,,,1,,__ERASE__
:R:A:BAS:LQB_:dciBAS-BASLOC,dci_cb_type,&DB_BASHUANKONGJIUDI,,,,,,,,2,,__ERASE__
:R:A:BAS:LQB_:dciBAS-BASECS,dci_cb_type,&DB_BASH,,,,,,,,3,,__ERASE__
:R:A:BAS:LQB_:dciBAS-EXESTA,dci_cb_type,&DB_YUNXINGZHUANGTAI,,,,,,,,4,,__ERASE__
:R:A:BAS:LQB_:dciBAS-STPSTA,dci_cb_type,&DB_TING2,,,,,,,,5,,__ERASE__
:R:A:BAS:LQB_:dciBAS-FALA,dci_cb_type,&DB_GUZH1,,,,,,,,6,,__ERASE__
:R:A:BAS:LQB_:dciBAS-SYSGS,dci_cb_type,&DB_XITONGGUISHU,,,,,,,,7,,__ERASE__
:R:A:BAS:LQB_:dioBAS-MANAUTO,dio_type,&DB_SHOUDONGZIDONGKONGZHI,,,,,,,,8,"Int2String(Byte2Int([.value],0,2))",
:R:A:BAS:LQB_:dioBAS-START,dio_type,&DB_QIDO,,,,,,,,9,"Int2String(Byte2Int([.value],0,2))",
:R:A:BAS:LQB_:dioBAS-STOP,dio_type,&DB_TING3,,,,,,,,10,"Int2String(Byte2Int([.value],0,2))",
:R:A:BAS:LQT_:dciBAS-MANAUTO,dci_cb_type,&DB_SHOUDONGZIDONGZHUANGTAI,,,,,,,,1,,__ERASE__
:R:A:BAS:LQT_:dciBAS-BASLOC,dci_cb_type,&DB_BASHUANKONGJIUDI,,,,,,,,2,,__ERASE__
:R:A:BAS:LQT_:dciBAS-BASECS,dci_cb_type,&DB_BASH,,,,,,,,3,,__ERASE__
:R:A:BAS:LQT_:dciBAS-EXESTA,dci_cb_type,&DB_YUNXINGZHUANGTAI,,,,,,,,4,,__ERASE__
:R:A:BAS:LQT_:dciBAS-STPSTA,dci_cb_type,&DB_TING2,,,,,,,,5,,__ERASE__
:R:A:BAS:LQT_:dciBAS-FALA,dci_cb_type,&DB_GUZH1,,,,,,,,6,,__ERASE__
:R:A:BAS:LQT_:dciBAS-SYSGS,dci_cb_type,&DB_XITONGGUISHU,,,,,,,,7,,__ERASE__
